Date,Open,High,Low,Close,Adj Close,Volume
2022-02-04,53.520000,53.830002,53.230000,53.310001,51.152218,16199800
2022-02-07,53.230000,53.360001,52.509998,53.000000,50.854763,15438900
2022-02-08,53.009998,53.169998,52.580002,52.820000,50.682049,13911700
2022-02-09,53.150002,53.660000,52.880001,53.500000,51.334526,16449300
2022-02-10,53.340000,53.540001,52.900002,53.040001,50.893150,18644400
2022-02-11,52.950001,53.459999,52.700001,53.320000,51.161812,18833100
2022-02-14,53.250000,53.450001,52.500000,53.270000,51.113834,16081700
2022-02-15,53.299999,53.590000,53.150002,53.360001,51.200191,12824100
2022-02-16,53.189999,53.799999,53.090000,53.400002,51.238575,17277700
2022-02-17,53.099998,53.590000,52.779999,53.580002,51.411289,17462500
2022-02-18,53.560001,53.959999,53.279999,53.830002,51.651173,20298500
2022-02-22,54.000000,54.029999,53.590000,53.900002,51.718338,19858400
2022-02-23,53.900002,53.930000,53.240002,53.410000,51.248169,17841900
2022-02-24,52.970001,53.160000,51.709999,52.590000,50.461361,30079700
2022-02-25,53.080002,54.540001,53.080002,54.119999,51.929428,31444200
2022-02-28,53.799999,54.099998,53.400002,53.669998,51.497643,30593900
2022-03-01,53.500000,54.189999,53.259998,53.610001,51.440075,24693100
2022-03-02,53.669998,54.410000,53.529999,54.139999,51.948620,20712900
2022-03-03,54.380001,55.150002,54.180000,54.660000,52.447575,27577700
2022-03-04,54.430000,55.389999,54.259998,55.110001,52.879360,26913800
2022-03-07,54.750000,55.240002,54.500000,54.680000,52.466766,24962800
2022-03-08,54.959999,55.340000,53.189999,53.250000,51.094646,36526700
2022-03-09,53.720001,53.810001,53.009998,53.080002,50.931530,23049800
2022-03-10,53.000000,53.340000,52.779999,53.230000,51.075455,17501800
2022-03-11,53.360001,53.580002,53.009998,53.040001,50.893150,20838500
2022-03-14,53.430000,53.669998,52.439999,52.500000,50.375004,23124100
2022-03-15,52.689999,53.000000,52.209999,52.759998,50.624477,20477600
2022-03-16,52.869999,53.000000,51.950001,52.490002,50.365410,28500700
2022-03-17,52.480000,52.540001,52.000000,52.360001,50.240669,22931500
2022-03-18,52.119999,52.290001,50.799999,50.799999,48.743813,70390600
2022-03-21,51.369999,51.810001,50.970001,51.099998,49.031666,39892800
2022-03-22,51.189999,51.459999,50.950001,51.000000,48.935719,28676600
2022-03-23,51.049999,51.459999,50.959999,50.970001,48.906933,25988800
2022-03-24,51.040001,51.189999,50.930000,51.000000,48.935719,21087300
2022-03-25,51.060001,51.459999,50.970001,51.279999,49.204380,18765800
2022-03-28,51.360001,51.389999,50.950001,51.169998,49.098831,21688600
2022-03-29,51.320000,51.340000,50.959999,51.250000,49.175598,28193400
2022-03-30,51.220001,51.630001,51.080002,51.610001,49.521027,23821200
2022-03-31,51.660000,51.750000,50.930000,50.939999,48.878143,31027600
2022-04-01,51.020000,52.189999,50.820000,52.119999,50.010384,30550300
2022-04-04,52.020000,52.500000,51.639999,52.459999,50.336624,25793000
2022-04-05,52.200001,52.900002,52.130001,52.779999,50.643665,23150600
2022-04-06,52.810001,53.430000,52.570000,53.200001,51.046669,28661700
2022-04-07,52.450001,52.980000,52.040001,52.669998,51.153500,22790600
2022-04-08,52.730000,53.680000,52.500000,53.529999,51.988739,24852200
2022-04-11,53.869999,54.700001,53.709999,53.900002,52.348087,33614900
2022-04-12,53.869999,54.049999,53.419998,53.669998,52.124706,21136400
2022-04-13,53.590000,54.369999,53.590000,54.139999,52.581173,19798000
2022-04-14,54.000000,54.189999,53.779999,53.830002,52.280102,16915100
2022-04-18,53.759998,54.279999,53.220001,53.389999,51.852772,14394300
2022-04-19,53.580002,53.910000,53.459999,53.750000,52.202408,12890000
2022-04-20,53.759998,54.490002,53.700001,54.410000,52.843403,19563400
2022-04-21,54.610001,55.509998,54.470001,55.009998,53.426128,32821100
2022-04-22,53.439999,53.540001,51.459999,51.910000,50.415382,44958400
2022-04-25,51.340000,51.439999,49.540001,50.279999,48.832314,46028400
2022-04-26,50.259998,50.650002,49.369999,49.410000,47.987366,29507700
2022-04-27,49.509998,49.509998,48.419998,48.459999,47.064716,30582000
2022-04-28,48.689999,49.169998,48.299999,48.400002,47.006447,33011700
2022-04-29,48.160000,48.200001,46.169998,46.299999,44.966911,41014200
2022-05-02,46.509998,47.060001,45.549999,46.230000,44.898926,33309400
2022-05-03,46.389999,47.410000,46.060001,47.169998,45.811859,33263100
2022-05-04,47.240002,48.419998,47.000000,48.369999,46.977306,29564600
2022-05-05,48.029999,48.330002,47.410000,47.840000,46.462570,20664300
2022-05-06,47.599998,48.439999,47.520000,48.270000,46.880192,19322000
2022-05-09,48.130001,48.860001,47.750000,48.619999,47.220108,24391300
2022-05-10,48.900002,49.439999,47.770000,48.130001,46.744221,23007300
2022-05-11,48.180000,48.520000,47.619999,47.880001,46.501419,20133200
2022-05-12,47.810001,48.180000,47.410000,48.060001,46.676235,21623900
2022-05-13,48.250000,48.450001,47.610001,48.180000,46.792782,21080500
2022-05-16,47.980000,49.200001,47.759998,49.040001,47.628017,22754700
2022-05-17,48.950001,49.209999,48.529999,48.939999,47.530895,22043100
2022-05-18,48.950001,49.459999,48.630001,48.889999,47.482338,22365100
2022-05-19,48.459999,49.180000,48.130001,49.099998,47.686291,23186400
2022-05-20,49.040001,49.599998,48.919998,49.529999,48.103909,24181800
2022-05-23,49.790001,50.270000,49.500000,49.669998,48.239876,16761800
2022-05-24,49.689999,50.820000,48.860001,50.680000,49.220798,25414700
2022-05-25,50.500000,51.270000,50.389999,51.240002,49.764675,19831500
2022-05-26,51.310001,51.610001,50.910000,50.990002,49.521873,15500400
2022-05-27,50.750000,51.430000,50.529999,51.400002,49.920071,13347300
2022-05-31,51.259998,51.560001,50.849998,51.290001,49.813236,25016600
2022-06-01,51.439999,51.630001,51.049999,51.400002,49.920071,15358100
2022-06-02,51.549999,51.590000,50.389999,51.290001,49.813236,13527800
2022-06-03,50.939999,51.250000,50.689999,50.810001,49.347057,10819800
2022-06-06,50.930000,51.349998,50.720001,51.240002,49.764675,12898100
2022-06-07,51.150002,51.700001,50.930000,51.650002,50.162872,15383000
2022-06-08,51.730000,51.959999,51.439999,51.549999,50.065746,13249700
2022-06-09,51.619999,51.770000,50.919998,50.939999,49.473309,12078400
2022-06-10,50.650002,51.400002,50.470001,50.820000,49.356770,19868500
2022-06-13,50.619999,50.790001,49.400002,49.590000,48.162182,23762500
2022-06-14,49.590000,49.840000,48.900002,49.160000,47.744564,20278700
2022-06-15,49.230000,49.830002,48.599998,49.150002,47.734852,22005600
2022-06-16,48.520000,48.970001,48.009998,48.840000,47.433777,22029300
2022-06-17,48.610001,49.490002,48.529999,49.029999,47.618305,36469500
2022-06-21,49.310001,50.910000,49.220001,50.650002,49.191662,34258500
2022-06-22,50.259998,51.169998,50.209999,50.790001,49.327633,23650600
2022-06-23,51.029999,52.180000,51.029999,52.090000,50.590202,21736400
2022-06-24,52.029999,52.150002,50.570000,50.959999,49.492737,28490700
2022-06-27,51.290001,51.490002,50.650002,50.959999,49.492737,16974900
2022-06-28,51.070000,51.299999,50.430000,50.459999,49.007133,16615700
2022-06-29,50.480000,51.000000,50.320000,50.939999,49.473309,13901400
2022-06-30,50.669998,51.220001,50.459999,50.750000,49.288784,18880500
2022-07-01,50.959999,51.770000,50.580002,51.639999,50.153156,14189300
2022-07-05,51.419998,51.459999,50.480000,51.419998,49.939491,19675600
2022-07-06,51.419998,51.889999,51.130001,51.509998,50.026897,14938900
2022-07-07,50.959999,51.060001,50.360001,50.709999,49.869553,13617100
2022-07-08,50.520000,50.919998,50.410000,50.490002,49.653202,13959200
2022-07-11,50.369999,50.740002,50.259998,50.500000,49.663033,12259000
2022-07-12,50.650002,51.360001,50.279999,50.779999,49.938393,20528700
2022-07-13,50.439999,51.090000,50.200001,50.509998,49.672867,13362500
2022-07-14,49.919998,50.560001,49.730000,50.490002,49.653202,10271700
2022-07-15,51.000000,51.040001,50.349998,51.020000,50.174416,13021300
2022-07-18,51.060001,51.169998,50.169998,50.279999,49.446678,16173100
2022-07-19,50.480000,50.560001,50.240002,50.450001,49.613861,14638500
2022-07-20,50.470001,50.549999,49.009998,49.070000,48.256733,29611400
2022-07-21,47.630001,47.880001,46.680000,47.660000,46.870102,32321000
2022-07-22,45.950001,46.180000,43.770000,44.450001,43.713303,58265000
2022-07-25,44.380001,44.799999,44.049999,44.759998,44.018162,27180700
2022-07-26,44.500000,45.169998,44.270000,44.919998,44.175510,20571800
2022-07-27,44.810001,45.090000,44.450001,44.910000,44.165680,21560500
2022-07-28,44.840000,45.720001,44.750000,45.549999,44.795071,22051900
2022-07-29,45.709999,46.500000,45.580002,46.189999,45.424465,23129800
2022-08-01,46.290001,46.500000,45.919998,46.259998,45.493301,18612100
2022-08-02,46.250000,46.430000,45.310001,45.340000,44.588554,18710300
2022-08-03,45.459999,45.610001,45.180000,45.330002,44.578720,17314100
2022-08-04,45.220001,45.220001,44.360001,44.430000,43.693634,29704300
2022-08-05,44.480000,44.980000,44.360001,44.950001,44.205017,17297500
2022-08-08,44.950001,45.009998,44.349998,44.540001,43.801811,20597000
2022-08-09,44.610001,44.849998,44.389999,44.680000,43.939491,14554000
2022-08-10,45.009998,45.060001,44.650002,44.840000,44.096840,16402700
2022-08-11,44.959999,45.259998,44.740002,44.779999,44.037834,15407300
2022-08-12,44.950001,45.259998,44.810001,45.150002,44.401703,15090900
2022-08-15,45.029999,45.639999,44.939999,45.560001,44.804909,15713600
2022-08-16,45.500000,46.049999,45.380001,45.799999,45.040928,14112800
2022-08-17,45.430000,45.720001,45.259998,45.340000,44.588554,11294400
2022-08-18,44.419998,44.529999,43.910000,44.189999,43.457611,25957400
2022-08-19,44.099998,44.490002,43.959999,44.419998,43.683800,19485400
2022-08-22,44.400002,44.470001,44.090000,44.169998,43.437943,15031400
2022-08-23,44.000000,44.130001,43.419998,43.470001,42.749546,19014200
2022-08-24,43.549999,43.630001,43.220001,43.549999,42.828220,17384400
2022-08-25,43.650002,43.820000,43.419998,43.740002,43.015072,14327600
2022-08-26,43.590000,43.700001,43.240002,43.250000,42.533192,16795700
2022-08-29,43.020000,43.570000,43.020000,43.330002,42.611866,15039500
2022-08-30,43.380001,43.380001,42.500000,42.529999,41.825123,20705100
2022-08-31,42.470001,42.590000,41.759998,41.810001,41.117058,28368200
2022-09-01,41.639999,42.049999,41.639999,41.810001,41.117058,21641700
2022-09-02,42.000000,42.209999,41.150002,41.299999,40.615509,21155700
2022-09-06,41.349998,41.689999,41.090000,41.099998,40.418823,23898600
2022-09-07,41.139999,41.650002,41.000000,41.080002,40.399158,25548300
2022-09-08,41.000000,41.720001,40.709999,41.320000,40.635178,28753200
2022-09-09,41.680000,42.320000,41.470001,42.240002,41.539932,20259500
2022-09-12,42.590000,42.849998,42.410000,42.759998,42.051311,18553200
2022-09-13,42.400002,42.610001,41.570000,41.750000,41.058052,21284500
2022-09-14,41.750000,41.930000,40.980000,41.279999,40.595840,23152200
2022-09-15,41.029999,41.270000,40.709999,41.029999,40.349983,22763400
2022-09-16,40.980000,41.540001,40.660000,41.250000,40.566338,45069300
2022-09-19,41.060001,41.250000,40.689999,41.240002,40.556507,18960900
2022-09-20,40.990002,40.990002,40.470001,40.590000,39.917278,15561200
2022-09-21,40.689999,40.900002,39.470001,39.480000,38.825672,25612100
2022-09-22,39.470001,40.400002,39.259998,39.930000,39.268215,19806400
2022-09-23,39.560001,39.869999,39.110001,39.520000,38.865013,19439700
2022-09-26,39.230000,39.380001,38.630001,38.930000,38.284790,21345700
2022-09-27,39.200001,39.700001,38.779999,38.889999,38.245453,20357700
2022-09-28,39.060001,39.509998,39.009998,39.389999,38.737164,20567400
2022-09-29,39.110001,39.200001,38.450001,38.639999,37.999596,17806900
2022-09-30,38.540001,38.790001,37.950001,37.970001,37.340702,23523600
2022-10-03,38.500000,39.369999,38.389999,39.160000,38.510979,21495300
2022-10-04,39.500000,39.849998,39.250000,39.810001,39.150208,25922500
2022-10-05,39.340000,39.619999,38.869999,39.400002,38.747002,17797900
2022-10-06,39.470001,39.660000,37.770000,37.840000,37.840000,36663300
2022-10-07,37.630001,37.700001,36.810001,36.849998,36.849998,31838700
2022-10-10,37.130001,37.320000,36.369999,36.619999,36.619999,21622200
2022-10-11,36.560001,36.689999,35.930000,35.939999,35.939999,27708900
2022-10-12,35.900002,36.200001,35.599998,35.680000,35.680000,23336800
2022-10-13,35.119999,36.590000,35.040001,36.400002,36.400002,33118100
2022-10-14,36.799999,36.910000,36.340000,36.380001,36.380001,26019000
2022-10-17,36.720001,37.299999,36.590000,37.180000,37.180000,21962900
2022-10-18,37.669998,37.700001,36.830002,37.070000,37.070000,27488600
2022-10-19,36.570000,37.369999,36.560001,36.570000,36.570000,29563600
2022-10-20,36.570000,37.529999,36.549999,37.000000,37.000000,35523700
2022-10-21,35.520000,35.700001,34.549999,35.349998,35.349998,51671100
2022-10-24,35.660000,36.389999,35.570000,35.970001,35.970001,28844800
2022-10-25,35.910000,36.480000,35.799999,36.430000,36.430000,25496500
2022-10-26,36.380001,36.709999,36.200001,36.430000,36.430000,20328200
2022-10-27,36.689999,36.720001,36.130001,36.180000,36.180000,20268000
2022-10-28,36.799999,38.040001,36.570000,37.669998,37.669998,31824300
2022-10-31,37.509998,37.540001,37.020000,37.369999,37.369999,26630600
2022-11-01,37.980000,38.090000,37.299999,37.369999,37.369999,22968900
2022-11-02,37.250000,38.349998,37.160000,37.709999,37.709999,30648900
2022-11-03,37.360001,37.540001,37.119999,37.150002,37.150002,22329800
2022-11-04,37.349998,37.369999,36.799999,37.240002,37.240002,17599400
2022-11-07,37.320000,37.450001,36.980000,37.189999,37.189999,19697600
2022-11-08,37.200001,37.990002,37.160000,37.869999,37.869999,17392700
2022-11-09,37.919998,38.130001,37.590000,37.619999,37.619999,17574600
2022-11-10,38.299999,38.549999,37.820000,38.520000,38.520000,23049000
2022-11-11,38.549999,38.689999,37.810001,38.299999,38.299999,22981000
2022-11-14,38.450001,38.990002,38.299999,38.310001,38.310001,23028500
2022-11-15,38.490002,38.830002,37.459999,37.700001,37.700001,25074100
2022-11-16,37.660000,38.070000,37.630001,37.880001,37.880001,18962200
2022-11-17,37.549999,38.180000,37.290001,38.160000,38.160000,18780400
2022-11-18,38.290001,38.770000,38.290001,38.549999,38.549999,17821700
2022-11-21,38.599998,39.130001,38.520000,38.619999,38.619999,19184200
2022-11-22,38.840000,39.320000,38.840000,39.200001,39.200001,19809500
2022-11-23,39.029999,39.200001,38.610001,38.919998,38.919998,14170000
2022-11-25,39.099998,39.360001,38.970001,39.020000,39.020000,7725700
2022-11-28,39.009998,39.090000,38.130001,38.240002,38.240002,21560900
2022-11-29,38.020000,38.369999,37.950001,38.340000,38.340000,14008800
2022-11-30,38.209999,39.139999,38.150002,38.980000,38.980000,31351900
2022-12-01,39.180000,39.230000,37.810001,38.330002,38.330002,26276600
2022-12-02,37.930000,38.299999,37.700001,38.180000,38.180000,21675700
2022-12-05,37.980000,38.110001,36.900002,37.070000,37.070000,27561000
2022-12-06,36.990002,37.070000,36.630001,36.889999,36.889999,26293700
2022-12-07,36.740002,37.310001,36.669998,37.169998,37.169998,23065900
2022-12-08,37.110001,37.240002,36.869999,37.099998,37.099998,19549100
2022-12-09,37.209999,37.630001,36.959999,37.400002,37.400002,20669100
2022-12-12,37.689999,37.959999,37.279999,37.950001,37.950001,19629600
2022-12-13,38.389999,38.619999,37.840000,37.860001,37.860001,30175700
2022-12-14,37.869999,38.080002,37.305000,37.825001,37.825001,10667715
